Series ID,Month,Value
CUUR0300SA0,"Annual 1, 2021",261.259
CUUR0300SA0,1-Dec-21,269.263
CUUR0300SA0,1-Nov-21,268.36
CUUR0300SA0,1-Oct-21,267.16
CUUR0300SA0,1-Sep-21,264.593
CUUR0300SA0,1-Aug-21,263.728
CUUR0300SA0,1-Jul-21,263.013
CUUR0300SA0,1-Jun-21,261.668
CUUR0300SA0,1-May-21,259.343
CUUR0300SA0,1-Apr-21,257.207
CUUR0300SA0,1-Mar-21,255.319
CUUR0300SA0,1-Feb-21,253.386
CUUR0300SA0,1-Jan-21,252.067
CUUR0300SA0,"Annual 1, 2020",248.639
CUUR0300SA0,1-Dec-20,250.693
CUUR0300SA0,1-Nov-20,250.255
CUUR0300SA0,1-Oct-20,250.542
CUUR0300SA0,1-Sep-20,250.193
CUUR0300SA0,1-Aug-20,249.639
CUUR0300SA0,1-Jul-20,248.619
CUUR0300SA0,1-Jun-20,247.223
CUUR0300SA0,1-May-20,245.696
CUUR0300SA0,1-Apr-20,246.254
CUUR0300SA0,1-Mar-20,248.136
CUUR0300SA0,1-Feb-20,248.412
CUUR0300SA0,1-Jan-20,248.005
CUUR0300SA0,"Annual 1, 2019",246.265
CUUR0300SA0,1-Dec-19,247.289
CUUR0300SA0,1-Nov-19,247.385
CUUR0300SA0,1-Oct-19,247.423
CUUR0300SA0,1-Sep-19,246.891
CUUR0300SA0,1-Aug-19,246.953
CUUR0300SA0,1-Jul-19,247.25
CUUR0300SA0,1-Jun-19,246.515
CUUR0300SA0,1-May-19,246.667
CUUR0300SA0,1-Apr-19,246.847
CUUR0300SA0,1-Mar-19,245.554
CUUR0300SA0,1-Feb-19,243.856
CUUR0300SA0,1-Jan-19,242.547
CUUR0300SA0,"Annual 1, 2018",242.737
CUUR0300SA0,1-Dec-18,242.15
CUUR0300SA0,1-Nov-18,243.484
CUUR0300SA0,1-Oct-18,244.163
CUUR0300SA0,1-Sep-18,243.64
CUUR0300SA0,1-Aug-18,243.605
CUUR0300SA0,1-Jul-18,243.776
CUUR0300SA0,1-Jun-18,243.77
CUUR0300SA0,1-May-18,243.279
CUUR0300SA0,1-Apr-18,242.486
CUUR0300SA0,1-Mar-18,241.595
CUUR0300SA0,1-Feb-18,241.123
CUUR0300SA0,1-Jan-18,239.772
CUUR0300SA0,"Annual 1, 2017",237.456
CUUR0300SA0,1-Dec-17,238.512
CUUR0300SA0,1-Nov-17,238.861
CUUR0300SA0,1-Oct-17,239.067
CUUR0300SA0,1-Sep-17,239.649
CUUR0300SA0,1-Aug-17,237.892
CUUR0300SA0,1-Jul-17,236.942
CUUR0300SA0,1-Jun-17,237.346
CUUR0300SA0,1-May-17,236.774
CUUR0300SA0,1-Apr-17,236.728
CUUR0300SA0,1-Mar-17,236.154
CUUR0300SA0,1-Feb-17,236.052
CUUR0300SA0,1-Jan-17,235.492
CUUR0400SA0,"Annual 1, 2021",287.494
CUUR0400SA0,1-Dec-21,296.102
CUUR0400SA0,1-Nov-21,294.986
CUUR0400SA0,1-Oct-21,293.397
CUUR0400SA0,1-Sep-21,291.053
CUUR0400SA0,1-Aug-21,290.393
CUUR0400SA0,1-Jul-21,289.863
CUUR0400SA0,1-Jun-21,288.263
CUUR0400SA0,1-May-21,285.793
CUUR0400SA0,1-Apr-21,283.507
CUUR0400SA0,1-Mar-21,280.625
CUUR0400SA0,1-Feb-21,278.702
CUUR0400SA0,1-Jan-21,277.238
CUUR0400SA0,"Annual 1, 2020",275.057
CUUR0400SA0,1-Dec-20,276.593
CUUR0400SA0,1-Nov-20,276.875
CUUR0400SA0,1-Oct-20,276.876
CUUR0400SA0,1-Sep-20,276.422
CUUR0400SA0,1-Aug-20,276.443
CUUR0400SA0,1-Jul-20,275.597
CUUR0400SA0,1-Jun-20,274.155
CUUR0400SA0,1-May-20,273.062
CUUR0400SA0,1-Apr-20,272.913
CUUR0400SA0,1-Mar-20,273.995
CUUR0400SA0,1-Feb-20,274.412
CUUR0400SA0,1-Jan-20,273.34
CUUR0400SA0,"Annual 1, 2019",270.35
CUUR0400SA0,1-Dec-19,272.584
CUUR0400SA0,1-Nov-19,273.128
CUUR0400SA0,1-Oct-19,273.524
CUUR0400SA0,1-Sep-19,272.102
CUUR0400SA0,1-Aug-19,271.264
CUUR0400SA0,1-Jul-19,271.029
CUUR0400SA0,1-Jun-19,270.957
CUUR0400SA0,1-May-19,270.88
CUUR0400SA0,1-Apr-19,269.522
CUUR0400SA0,1-Mar-19,267.37
CUUR0400SA0,1-Feb-19,266.215
CUUR0400SA0,1-Jan-19,265.624
CUUR0400SA0,"Annual 1, 2018",263.263
CUUR0400SA0,1-Dec-18,265.209
CUUR0400SA0,1-Nov-18,265.658
CUUR0400SA0,1-Oct-18,266.195
CUUR0400SA0,1-Sep-18,265.105
CUUR0400SA0,1-Aug-18,264.395
CUUR0400SA0,1-Jul-18,263.971
CUUR0400SA0,1-Jun-18,263.732
CUUR0400SA0,1-May-18,263.24
CUUR0400SA0,1-Apr-18,262.037
CUUR0400SA0,1-Mar-18,260.994
CUUR0400SA0,1-Feb-18,259.986
CUUR0400SA0,1-Jan-18,258.638
CUUR0400SA0,"Annual 1, 2017",254.738
CUUR0400SA0,1-Dec-17,257.347
CUUR0400SA0,1-Nov-17,257.126
CUUR0400SA0,1-Oct-17,257.223
CUUR0400SA0,1-Sep-17,256.504
CUUR0400SA0,1-Aug-17,255.282
CUUR0400SA0,1-Jul-17,254.708
CUUR0400SA0,1-Jun-17,254.469
CUUR0400SA0,1-May-17,254.38
CUUR0400SA0,1-Apr-17,253.806
CUUR0400SA0,1-Mar-17,252.949
CUUR0400SA0,1-Feb-17,252.252
CUUR0400SA0,1-Jan-17,250.814
CUUR0100SA0,"Annual 1, 2021",283.557
CUUR0100SA0,1-Dec-21,290.405
CUUR0100SA0,1-Nov-21,289.835
CUUR0100SA0,1-Oct-21,288.236
CUUR0100SA0,1-Sep-21,286.423
CUUR0100SA0,1-Aug-21,285.63
CUUR0100SA0,1-Jul-21,285.22
CUUR0100SA0,1-Jun-21,284.741
CUUR0100SA0,1-May-21,281.858
CUUR0100SA0,1-Apr-21,280.234
CUUR0100SA0,1-Mar-21,278.197
CUUR0100SA0,1-Feb-21,276.473
CUUR0100SA0,1-Jan-21,275.427
CUUR0100SA0,"Annual 1, 2020",272.908
CUUR0100SA0,1-Dec-20,274.225
CUUR0100SA0,1-Nov-20,273.543
CUUR0100SA0,1-Oct-20,273.374
CUUR0100SA0,1-Sep-20,273.925
CUUR0100SA0,1-Aug-20,273.597
CUUR0100SA0,1-Jul-20,273.347
CUUR0100SA0,1-Jun-20,272.283
CUUR0100SA0,1-May-20,271.345
CUUR0100SA0,1-Apr-20,271.325
CUUR0100SA0,1-Mar-20,272.531
CUUR0100SA0,1-Feb-20,273.08
CUUR0100SA0,1-Jan-20,272.316
CUUR0100SA0,"Annual 1, 2019",269.392
CUUR0100SA0,1-Dec-19,270.429
CUUR0100SA0,1-Nov-19,270.643
CUUR0100SA0,1-Oct-19,270.348
CUUR0100SA0,1-Sep-19,270.563
CUUR0100SA0,1-Aug-19,270.548
CUUR0100SA0,1-Jul-19,270.381
CUUR0100SA0,1-Jun-19,270.133
CUUR0100SA0,1-May-19,269.744
CUUR0100SA0,1-Apr-19,269.07
CUUR0100SA0,1-Mar-19,268.025
CUUR0100SA0,1-Feb-19,266.706
CUUR0100SA0,1-Jan-19,266.109
CUUR0100SA0,"Annual 1, 2018",265.139
CUUR0100SA0,1-Dec-18,265.286
CUUR0100SA0,1-Nov-18,265.487
CUUR0100SA0,1-Oct-18,266.464
CUUR0100SA0,1-Sep-18,266.709
CUUR0100SA0,1-Aug-18,266.425
CUUR0100SA0,1-Jul-18,265.83
CUUR0100SA0,1-Jun-18,265.95
CUUR0100SA0,1-May-18,265.84
CUUR0100SA0,1-Apr-18,264.669
CUUR0100SA0,1-Mar-18,263.556
CUUR0100SA0,1-Feb-18,263.26
CUUR0100SA0,1-Jan-18,262.188
CUUR0100SA0,"Annual 1, 2017",259.538
CUUR0100SA0,1-Dec-17,260.791
CUUR0100SA0,1-Nov-17,260.63
CUUR0100SA0,1-Oct-17,260.58
CUUR0100SA0,1-Sep-17,260.875
CUUR0100SA0,1-Aug-17,259.508
CUUR0100SA0,1-Jul-17,258.833
CUUR0100SA0,1-Jun-17,259.335
CUUR0100SA0,1-May-17,259.386
CUUR0100SA0,1-Apr-17,259.165
CUUR0100SA0,1-Mar-17,258.51
CUUR0100SA0,1-Feb-17,258.768
CUUR0100SA0,1-Jan-17,258.073
CUUR0200SA0,"Annual 1, 2021",252.242
CUUR0200SA0,1-Dec-21,259.609
CUUR0200SA0,1-Nov-21,258.911
CUUR0200SA0,1-Oct-21,257.793
CUUR0200SA0,1-Sep-21,255.709
CUUR0200SA0,1-Aug-21,255.142
CUUR0200SA0,1-Jul-21,254.671
CUUR0200SA0,1-Jun-21,253.042
CUUR0200SA0,1-May-21,250.582
CUUR0200SA0,1-Apr-21,248.169
CUUR0200SA0,1-Mar-21,246.246
CUUR0200SA0,1-Feb-21,244.477
CUUR0200SA0,1-Jan-21,242.552
CUUR0200SA0,"Annual 1, 2020",240.04
CUUR0200SA0,1-Dec-20,241.453
CUUR0200SA0,1-Nov-20,241.316
CUUR0200SA0,1-Oct-20,241.74
CUUR0200SA0,1-Sep-20,241.878
CUUR0200SA0,1-Aug-20,241.362
CUUR0200SA0,1-Jul-20,240.43
CUUR0200SA0,1-Jun-20,239.259
CUUR0200SA0,1-May-20,237.291
CUUR0200SA0,1-Apr-20,236.474
CUUR0200SA0,1-Mar-20,239.163
CUUR0200SA0,1-Feb-20,240.421
CUUR0200SA0,1-Jan-20,239.69
CUUR0200SA0,"Annual 1, 2019",237.776
CUUR0200SA0,1-Dec-19,238.734
CUUR0200SA0,1-Nov-19,238.85
CUUR0200SA0,1-Oct-19,239.243
CUUR0200SA0,1-Sep-19,238.847
CUUR0200SA0,1-Aug-19,238.786
CUUR0200SA0,1-Jul-19,238.76
CUUR0200SA0,1-Jun-19,238.288
CUUR0200SA0,1-May-19,238.219
CUUR0200SA0,1-Apr-19,237.51
CUUR0200SA0,1-Mar-19,236.793
CUUR0200SA0,1-Feb-19,235.444
CUUR0200SA0,1-Jan-19,233.837
CUUR0200SA0,"Annual 1, 2018",234.29
CUUR0200SA0,1-Dec-18,233.458
CUUR0200SA0,1-Nov-18,234.292
CUUR0200SA0,1-Oct-18,235.68
CUUR0200SA0,1-Sep-18,235.524
CUUR0200SA0,1-Aug-18,235.276
CUUR0200SA0,1-Jul-18,235.346
CUUR0200SA0,1-Jun-18,235.455
CUUR0200SA0,1-May-18,235.065
CUUR0200SA0,1-Apr-18,233.913
CUUR0200SA0,1-Mar-18,232.931
CUUR0200SA0,1-Feb-18,232.512
CUUR0200SA0,1-Jan-18,232.028
CUUR0200SA0,"Annual 1, 2017",229.874
CUUR0200SA0,1-Dec-17,230.548
CUUR0200SA0,1-Nov-17,231.084
CUUR0200SA0,1-Oct-17,230.66
CUUR0200SA0,1-Sep-17,231.03
CUUR0200SA0,1-Aug-17,230.443
CUUR0200SA0,1-Jul-17,229.82
CUUR0200SA0,1-Jun-17,229.78
CUUR0200SA0,1-May-17,229.705
CUUR0200SA0,1-Apr-17,229.682
CUUR0200SA0,1-Mar-17,228.824
CUUR0200SA0,1-Feb-17,228.633
CUUR0200SA0,1-Jan-17,228.279
CUUR0300SA0L1E,"Annual 1, 2021",266.331
CUUR0300SA0L1E,1-Dec-21,273.519
CUUR0300SA0L1E,1-Nov-21,272.156
CUUR0300SA0L1E,1-Oct-21,271.048
CUUR0300SA0L1E,1-Sep-21,269.122
CUUR0300SA0L1E,1-Aug-21,268.621
CUUR0300SA0L1E,1-Jul-21,267.966
CUUR0300SA0L1E,1-Jun-21,266.926
CUUR0300SA0L1E,1-May-21,264.734
CUUR0300SA0L1E,1-Apr-21,262.756
CUUR0300SA0L1E,1-Mar-21,260.589
CUUR0300SA0L1E,1-Feb-21,259.65
CUUR0300SA0L1E,1-Jan-21,258.89
CUUR0300SA0L1E,"Annual 1, 2020",256.024
CUUR0300SA0L1E,1-Dec-20,258.129
CUUR0300SA0L1E,1-Nov-20,258.059
CUUR0300SA0L1E,1-Oct-20,258.029
CUUR0300SA0L1E,1-Sep-20,257.45
CUUR0300SA0L1E,1-Aug-20,257.015
CUUR0300SA0L1E,1-Jul-20,255.588
CUUR0300SA0L1E,1-Jun-20,254.164
CUUR0300SA0L1E,1-May-20,253.765
CUUR0300SA0L1E,1-Apr-20,254.422
CUUR0300SA0L1E,1-Mar-20,255.803
CUUR0300SA0L1E,1-Feb-20,255.494
CUUR0300SA0L1E,1-Jan-20,254.372
CUUR0300SA0L1E,"Annual 1, 2019",252.246
CUUR0300SA0L1E,1-Dec-19,253.692
CUUR0300SA0L1E,1-Nov-19,253.987
CUUR0300SA0L1E,1-Oct-19,253.668
CUUR0300SA0L1E,1-Sep-19,252.974
CUUR0300SA0L1E,1-Aug-19,252.968
CUUR0300SA0L1E,1-Jul-19,252.511
CUUR0300SA0L1E,1-Jun-19,252.205
CUUR0300SA0L1E,1-May-19,251.666
CUUR0300SA0L1E,1-Apr-19,251.812
CUUR0300SA0L1E,1-Mar-19,251.283
CUUR0300SA0L1E,1-Feb-19,250.666
CUUR0300SA0L1E,1-Jan-19,249.515
CUUR0300SA0L1E,"Annual 1, 2018",247.538
CUUR0300SA0L1E,1-Dec-18,248.628
CUUR0300SA0L1E,1-Nov-18,248.971
CUUR0300SA0L1E,1-Oct-18,248.518
CUUR0300SA0L1E,1-Sep-18,247.871
CUUR0300SA0L1E,1-Aug-18,247.642
CUUR0300SA0L1E,1-Jul-18,248.016
CUUR0300SA0L1E,1-Jun-18,247.774
CUUR0300SA0L1E,1-May-18,247.583
CUUR0300SA0L1E,1-Apr-18,247.394
CUUR0300SA0L1E,1-Mar-18,247.101
CUUR0300SA0L1E,1-Feb-18,246.177
CUUR0300SA0L1E,1-Jan-18,244.776
CUUR0300SA0L1E,"Annual 1, 2017",242.638
CUUR0300SA0L1E,1-Dec-17,243.786
CUUR0300SA0L1E,1-Nov-17,243.99
CUUR0300SA0L1E,1-Oct-17,244.024
CUUR0300SA0L1E,1-Sep-17,243.392
CUUR0300SA0L1E,1-Aug-17,242.892
CUUR0300SA0L1E,1-Jul-17,242.224
CUUR0300SA0L1E,1-Jun-17,242.601
CUUR0300SA0L1E,1-May-17,242.182
CUUR0300SA0L1E,1-Apr-17,241.993
CUUR0300SA0L1E,1-Mar-17,241.945
CUUR0300SA0L1E,1-Feb-17,241.776
CUUR0300SA0L1E,1-Jan-17,240.848
CUUR0400SA0L1E,"Annual 1, 2021",289.877
CUUR0400SA0L1E,1-Dec-21,297.129
CUUR0400SA0L1E,1-Nov-21,295.887
CUUR0400SA0L1E,1-Oct-21,294.588
CUUR0400SA0L1E,1-Sep-21,292.537
CUUR0400SA0L1E,1-Aug-21,292.007
CUUR0400SA0L1E,1-Jul-21,291.746
CUUR0400SA0L1E,1-Jun-21,290.888
CUUR0400SA0L1E,1-May-21,288.442
CUUR0400SA0L1E,1-Apr-21,286.547
CUUR0400SA0L1E,1-Mar-21,283.772
CUUR0400SA0L1E,1-Feb-21,282.949
CUUR0400SA0L1E,1-Jan-21,282.032
CUUR0400SA0L1E,"Annual 1, 2020",280.401
CUUR0400SA0L1E,1-Dec-20,281.681
CUUR0400SA0L1E,1-Nov-20,282.323
CUUR0400SA0L1E,1-Oct-20,281.857
CUUR0400SA0L1E,1-Sep-20,281.338
CUUR0400SA0L1E,1-Aug-20,281.41
CUUR0400SA0L1E,1-Jul-20,280.839
CUUR0400SA0L1E,1-Jun-20,279.452
CUUR0400SA0L1E,1-May-20,279.139
CUUR0400SA0L1E,1-Apr-20,279.072
CUUR0400SA0L1E,1-Mar-20,279.573
CUUR0400SA0L1E,1-Feb-20,279.692
CUUR0400SA0L1E,1-Jan-20,278.434
CUUR0400SA0L1E,"Annual 1, 2019",274.833
CUUR0400SA0L1E,1-Dec-19,277.459
CUUR0400SA0L1E,1-Nov-19,277.277
CUUR0400SA0L1E,1-Oct-19,277.386
CUUR0400SA0L1E,1-Sep-19,276.778
CUUR0400SA0L1E,1-Aug-19,276.089
CUUR0400SA0L1E,1-Jul-19,275.257
CUUR0400SA0L1E,1-Jun-19,274.823
CUUR0400SA0L1E,1-May-19,274.026
CUUR0400SA0L1E,1-Apr-19,273.459
CUUR0400SA0L1E,1-Mar-19,272.681
CUUR0400SA0L1E,1-Feb-19,271.834
CUUR0400SA0L1E,1-Jan-19,270.93
CUUR0400SA0L1E,"Annual 1, 2018",267.183
CUUR0400SA0L1E,1-Dec-18,269.797
CUUR0400SA0L1E,1-Nov-18,269.647
CUUR0400SA0L1E,1-Oct-18,269.737
CUUR0400SA0L1E,1-Sep-18,268.827
CUUR0400SA0L1E,1-Aug-18,267.873
CUUR0400SA0L1E,1-Jul-18,267.428
CUUR0400SA0L1E,1-Jun-18,267.033
CUUR0400SA0L1E,1-May-18,266.526
CUUR0400SA0L1E,1-Apr-18,265.809
CUUR0400SA0L1E,1-Mar-18,265.534
CUUR0400SA0L1E,1-Feb-18,264.619
CUUR0400SA0L1E,1-Jan-18,263.366
CUUR0400SA0L1E,"Annual 1, 2017",259.322
CUUR0400SA0L1E,1-Dec-17,262.213
CUUR0400SA0L1E,1-Nov-17,261.853
CUUR0400SA0L1E,1-Oct-17,261.863
CUUR0400SA0L1E,1-Sep-17,260.539
CUUR0400SA0L1E,1-Aug-17,259.86
CUUR0400SA0L1E,1-Jul-17,259.362
CUUR0400SA0L1E,1-Jun-17,258.853
CUUR0400SA0L1E,1-May-17,258.56
CUUR0400SA0L1E,1-Apr-17,258.247
CUUR0400SA0L1E,1-Mar-17,257.574
CUUR0400SA0L1E,1-Feb-17,257.189
CUUR0400SA0L1E,1-Jan-17,255.749
CUUR0100SA0L1E,"Annual 1, 2021",295.366
CUUR0100SA0L1E,1-Dec-21,300.367
CUUR0100SA0L1E,1-Nov-21,299.803
CUUR0100SA0L1E,1-Oct-21,298.688
CUUR0100SA0L1E,1-Sep-21,297.763
CUUR0100SA0L1E,1-Aug-21,297.478
CUUR0100SA0L1E,1-Jul-21,297.517
CUUR0100SA0L1E,1-Jun-21,297.241
CUUR0100SA0L1E,1-May-21,294.32
CUUR0100SA0L1E,1-Apr-21,292.778
CUUR0100SA0L1E,1-Mar-21,290.67
CUUR0100SA0L1E,1-Feb-21,289.246
CUUR0100SA0L1E,1-Jan-21,288.524
CUUR0100SA0L1E,"Annual 1, 2020",287.062
CUUR0100SA0L1E,1-Dec-20,287.893
CUUR0100SA0L1E,1-Nov-20,288.047
CUUR0100SA0L1E,1-Oct-20,287.971
CUUR0100SA0L1E,1-Sep-20,288.433
CUUR0100SA0L1E,1-Aug-20,288.13
CUUR0100SA0L1E,1-Jul-20,287.546
CUUR0100SA0L1E,1-Jun-20,286.141
CUUR0100SA0L1E,1-May-20,285.717
CUUR0100SA0L1E,1-Apr-20,285.641
CUUR0100SA0L1E,1-Mar-20,286.984
CUUR0100SA0L1E,1-Feb-20,286.879
CUUR0100SA0L1E,1-Jan-20,285.362
CUUR0100SA0L1E,"Annual 1, 2019",282.229
CUUR0100SA0L1E,1-Dec-19,283.487
CUUR0100SA0L1E,1-Nov-19,283.784
CUUR0100SA0L1E,1-Oct-19,283.854
CUUR0100SA0L1E,1-Sep-19,284.084
CUUR0100SA0L1E,1-Aug-19,283.631
CUUR0100SA0L1E,1-Jul-19,283.058
CUUR0100SA0L1E,1-Jun-19,282.588
CUUR0100SA0L1E,1-May-19,281.782
CUUR0100SA0L1E,1-Apr-19,281.302
CUUR0100SA0L1E,1-Mar-19,280.539
CUUR0100SA0L1E,1-Feb-19,279.662
CUUR0100SA0L1E,1-Jan-19,278.975
CUUR0100SA0L1E,"Annual 1, 2018",276.546
CUUR0100SA0L1E,1-Dec-18,277.647
CUUR0100SA0L1E,1-Nov-18,277.248
CUUR0100SA0L1E,1-Oct-18,277.855
CUUR0100SA0L1E,1-Sep-18,277.826
CUUR0100SA0L1E,1-Aug-18,277.552
CUUR0100SA0L1E,1-Jul-18,276.73
CUUR0100SA0L1E,1-Jun-18,276.86
CUUR0100SA0L1E,1-May-18,276.756
CUUR0100SA0L1E,1-Apr-18,276.113
CUUR0100SA0L1E,1-Mar-18,275.35
CUUR0100SA0L1E,1-Feb-18,274.774
CUUR0100SA0L1E,1-Jan-18,273.844
CUUR0100SA0L1E,"Annual 1, 2017",272.177
CUUR0100SA0L1E,1-Dec-17,272.764
CUUR0100SA0L1E,1-Nov-17,272.756
CUUR0100SA0L1E,1-Oct-17,273.082
CUUR0100SA0L1E,1-Sep-17,272.782
CUUR0100SA0L1E,1-Aug-17,272.293
CUUR0100SA0L1E,1-Jul-17,271.623
CUUR0100SA0L1E,1-Jun-17,272.195
CUUR0100SA0L1E,1-May-17,272.112
CUUR0100SA0L1E,1-Apr-17,271.986
CUUR0100SA0L1E,1-Mar-17,271.752
CUUR0100SA0L1E,1-Feb-17,271.867
CUUR0100SA0L1E,1-Jan-17,270.907
CUUR0200SA0L1E,"Annual 1, 2021",257.667
CUUR0200SA0L1E,1-Dec-21,263.975
CUUR0200SA0L1E,1-Nov-21,262.791
CUUR0200SA0L1E,1-Oct-21,261.811
CUUR0200SA0L1E,1-Sep-21,260.12
CUUR0200SA0L1E,1-Aug-21,260.08
CUUR0200SA0L1E,1-Jul-21,259.762
CUUR0200SA0L1E,1-Jun-21,258.368
CUUR0200SA0L1E,1-May-21,256.556
CUUR0200SA0L1E,1-Apr-21,254.386
CUUR0200SA0L1E,1-Mar-21,252.546
CUUR0200SA0L1E,1-Feb-21,251.544
CUUR0200SA0L1E,1-Jan-21,250.069
CUUR0200SA0L1E,"Annual 1, 2020",248.399
CUUR0200SA0L1E,1-Dec-20,249.839
CUUR0200SA0L1E,1-Nov-20,250.235
CUUR0200SA0L1E,1-Oct-20,250.229
CUUR0200SA0L1E,1-Sep-20,250.134
CUUR0200SA0L1E,1-Aug-20,249.628
CUUR0200SA0L1E,1-Jul-20,248.233
CUUR0200SA0L1E,1-Jun-20,246.892
CUUR0200SA0L1E,1-May-20,245.905
CUUR0200SA0L1E,1-Apr-20,246.317
CUUR0200SA0L1E,1-Mar-20,248.021
CUUR0200SA0L1E,1-Feb-20,248.306
CUUR0200SA0L1E,1-Jan-20,247.043
CUUR0200SA0L1E,"Annual 1, 2019",244.455
CUUR0200SA0L1E,1-Dec-19,245.93
CUUR0200SA0L1E,1-Nov-19,246.21
CUUR0200SA0L1E,1-Oct-19,246.337
CUUR0200SA0L1E,1-Sep-19,245.479
CUUR0200SA0L1E,1-Aug-19,245.031
CUUR0200SA0L1E,1-Jul-19,244.444
CUUR0200SA0L1E,1-Jun-19,244.045
CUUR0200SA0L1E,1-May-19,243.848
CUUR0200SA0L1E,1-Apr-19,243.471
CUUR0200SA0L1E,1-Mar-19,243.64
CUUR0200SA0L1E,1-Feb-19,243.049
CUUR0200SA0L1E,1-Jan-19,241.972
CUUR0200SA0L1E,"Annual 1, 2018",239.819
CUUR0200SA0L1E,1-Dec-18,241.071
CUUR0200SA0L1E,1-Nov-18,241.121
CUUR0200SA0L1E,1-Oct-18,241.052
CUUR0200SA0L1E,1-Sep-18,240.248
CUUR0200SA0L1E,1-Aug-18,240.048
CUUR0200SA0L1E,1-Jul-18,239.978
CUUR0200SA0L1E,1-Jun-18,239.948
CUUR0200SA0L1E,1-May-18,239.896
CUUR0200SA0L1E,1-Apr-18,239.531
CUUR0200SA0L1E,1-Mar-18,239.056
CUUR0200SA0L1E,1-Feb-18,238.302
CUUR0200SA0L1E,1-Jan-18,237.575
CUUR0200SA0L1E,"Annual 1, 2017",235.77
CUUR0200SA0L1E,1-Dec-17,236.452
CUUR0200SA0L1E,1-Nov-17,236.259
CUUR0200SA0L1E,1-Oct-17,236.574
CUUR0200SA0L1E,1-Sep-17,236.172
CUUR0200SA0L1E,1-Aug-17,235.978
CUUR0200SA0L1E,1-Jul-17,235.798
CUUR0200SA0L1E,1-Jun-17,235.645
CUUR0200SA0L1E,1-May-17,235.9
CUUR0200SA0L1E,1-Apr-17,235.785
CUUR0200SA0L1E,1-Mar-17,235.232
CUUR0200SA0L1E,1-Feb-17,235.165
CUUR0200SA0L1E,1-Jan-17,234.276
CUUR0300SA0E,"Annual 1, 2021",218.12
CUUR0300SA0E,1-Dec-21,232.871
CUUR0300SA0E,1-Nov-21,236.921
CUUR0300SA0E,1-Oct-21,233.774
CUUR0300SA0E,1-Sep-21,226.245
CUUR0300SA0E,1-Aug-21,224.764
CUUR0300SA0E,1-Jul-21,223.507
CUUR0300SA0E,1-Jun-21,219.706
CUUR0300SA0E,1-May-21,216.066
CUUR0300SA0E,1-Apr-21,210.474
CUUR0300SA0E,1-Mar-21,208.996
CUUR0300SA0E,1-Feb-21,195.501
CUUR0300SA0E,1-Jan-21,188.611
CUUR0300SA0E,"Annual 1, 2020",180.438
CUUR0300SA0E,1-Dec-20,181.834
CUUR0300SA0E,1-Nov-20,178.1
CUUR0300SA0E,1-Oct-20,180.85
CUUR0300SA0E,1-Sep-20,183.065
CUUR0300SA0E,1-Aug-20,180.522
CUUR0300SA0E,1-Jul-20,181.487
CUUR0300SA0E,1-Jun-20,176.191
CUUR0300SA0E,1-May-20,165.4
CUUR0300SA0E,1-Apr-20,168.51
CUUR0300SA0E,1-Mar-20,182.901
CUUR0300SA0E,1-Feb-20,190.334
CUUR0300SA0E,1-Jan-20,196.064
CUUR0300SA0E,"Annual 1, 2019",197.87
CUUR0300SA0E,1-Dec-19,195.4
CUUR0300SA0E,1-Nov-19,194.9
CUUR0300SA0E,1-Oct-19,197.145
CUUR0300SA0E,1-Sep-19,198.26
CUUR0300SA0E,1-Aug-19,199.306
CUUR0300SA0E,1-Jul-19,205.779
CUUR0300SA0E,1-Jun-19,201.518
CUUR0300SA0E,1-May-19,206.597
CUUR0300SA0E,1-Apr-19,206.745
CUUR0300SA0E,1-Mar-19,198.068
CUUR0300SA0E,1-Feb-19,187.002
CUUR0300SA0E,1-Jan-19,183.724
CUUR0300SA0E,"Annual 1, 2018",204.294
CUUR0300SA0E,1-Dec-18,187.659
CUUR0300SA0E,1-Nov-18,199.67
CUUR0300SA0E,1-Oct-18,210.142
CUUR0300SA0E,1-Sep-18,209.748
CUUR0300SA0E,1-Aug-18,211.352
CUUR0300SA0E,1-Jul-18,210.919
CUUR0300SA0E,1-Jun-18,213.119
CUUR0300SA0E,1-May-18,210.18
CUUR0300SA0E,1-Apr-18,203.877
CUUR0300SA0E,1-Mar-18,197.996
CUUR0300SA0E,1-Feb-18,200.074
CUUR0300SA0E,1-Jan-18,196.789
CUUR0300SA0E,"Annual 1, 2017",192.695
CUUR0300SA0E,1-Dec-17,193.046
CUUR0300SA0E,1-Nov-17,195.457
CUUR0300SA0E,1-Oct-17,196.585
CUUR0300SA0E,1-Sep-17,207.849
CUUR0300SA0E,1-Aug-17,194.532
CUUR0300SA0E,1-Jul-17,190.436
CUUR0300SA0E,1-Jun-17,192.109
CUUR0300SA0E,1-May-17,189.473
CUUR0300SA0E,1-Apr-17,191.389
CUUR0300SA0E,1-Mar-17,186.386
CUUR0300SA0E,1-Feb-17,186.545
CUUR0300SA0E,1-Jan-17,188.535
CUUR0400SA0E,"Annual 1, 2021",298.486
CUUR0400SA0E,1-Dec-21,323.449
CUUR0400SA0E,1-Nov-21,323.732
CUUR0400SA0E,1-Oct-21,318.786
CUUR0400SA0E,1-Sep-21,313.295
CUUR0400SA0E,1-Aug-21,313.1
CUUR0400SA0E,1-Jul-21,309.105
CUUR0400SA0E,1-Jun-21,301.487
CUUR0400SA0E,1-May-21,296.918
